鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,總樓層數_num
大安區,房地(土地+建物)+車位,敦化南路一段161巷61~90號,10.18,都市：其他:第四種住宅區。,,,1061207,土地1建物1車位1,十三層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090817,105.55,1,1,1,有,有,29980000,417157,坡道平面,39.22,2310000,,RPRPMLMLMHGGFFA67DA,37.24,3.31,2.88,有,,14
大安區,房地(土地+建物),忠孝東路三段181~210號,16.13,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100331,土地2建物1車位0,十四層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760423,89.51,2,2,1,有,有,18650000,208357,,0.0,0,,RPXNMLLJMHGGFFA77DA,55.77,0.0,8.77,有,,14
北投區,房地(土地+建物)+車位,文林北路121~150號,13.67,都市：其他:第三之二種住宅區。,,,1100319,土地1建物1車位1,三層,二十五,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1060220,203.98,3,2,2,有,有,46500000,227964,坡道平面,26.27,0,,RPUPMLLLMHGGFEA77DA,93.95,12.07,16.69,有,152.0,25
內湖區,房地(土地+建物)+車位,環山路一段1~30號,46.51,都市：其他:第三種住宅區。,,,1100221,土地1建物1車位3,十二層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0981007,335.68,4,2,2,有,有,82880000,246902,坡道平面,0.0,0,,RPWRMLTKMHGGFCA68DA,138.03,7.25,12.68,有,,24
內湖區,房地(土地+建物),成功路四段30巷28弄1~30號,8.82,都市：其他:第三種商業區。,,,1100412,土地1建物1車位0,十二層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840211,68.13,2,1,1,有,有,15450000,226772,,0.0,0,,RPQPMLMLMHGGFCA27DA,50.44,0.0,5.68,有,,13
萬華區,房地(土地+建物),開封街二段1~30號,6.21,都市：其他:第四種商業區。,,,1100404,土地1建物1車位0,五層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970227,68.31,1,1,1,有,有,14210000,208022,,0.0,0,,RPQNMLKLMHGGFBA76DA,41.2,0.78,4.49,有,169.0,14
中正區,房地(土地+建物)+車位,林森南路61~90號,23.53,都市：其他:第三種住宅區。,,,1100331,土地2建物2車位1,十層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060302,153.32,2,1,2,有,有,35850000,254649,坡道機械,21.57,2300000,,RPORMLLMLHGGFBA07DA,64.98,7.7,6.47,有,,13
文山區,房地(土地+建物),辛亥路四段77巷1~30號,41.33,都市：其他:第二種住宅區。,,,1100131,土地4建物1車位0,十一層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851107,84.5,2,2,1,有,有,14950000,176923,,0.0,0,陽台外推；其他增建；,RPTOMLTJMHGGFAA77DA,53.38,0.65,6.55,有,,13
文山區,房地(土地+建物)+車位,木柵路二段109巷100弄61~90號,73.51,都市：其他:第二種住宅區。,,,1100313,土地2建物1車位1,二層,十七,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850925,123.11,3,2,2,有,有,16000000,129965,坡道機械,13.67,0,其他增建；,RPSOMLRJMHGGFAA47DA,75.43,0.79,10.09,有,171.0,17
中正區,房地(土地+建物),衡陽路61~90號,5.68,都市：其他:第四種商業區。,,,1100327,土地1建物1車位0,十四層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070625,71.72,2,2,1,有,有,21200000,295594,,0.0,0,預售屋、或土地及建物分次登記案件；,RPXPMLKLMHGGFBA67DA,37.62,0.36,7.08,有,,15
萬華區,房地(土地+建物)+車位,中華路二段364巷31~60號,40.56,都市：其他:第三種住宅區。,,,1100304,土地1建物1車位1,九層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010625,187.87,3,2,2,有,有,29800000,158620,坡道平面,0.0,0,,RPVQMLMLMHGGFBA77DA,101.36,0.0,10.16,有,174.0,14
中山區,房地(土地+建物)+車位,中山北路二段121~150號,15.99,都市：其他:第三種商業區。,,,1100311,土地1建物2車位1,七層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090721,173.63,3,2,2,有,有,53000000,327188,升降機械,19.59,2600000,,RPUNMLTLLHGGFCA08DA,88.61,5.0,8.75,有,,13
中山區,房地(土地+建物)+車位,中山北路二段121~150號,15.92,都市：其他:第三種商業區。,,,1100312,土地1建物2車位1,八層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090721,172.92000000000002,3,2,2,有,有,53100000,329355,升降機械,19.59,2600000,,RPOQMLTLLHGGFCA77DA,88.09,5.09,8.7,有,,13
中山區,房地(土地+建物)+車位,五常街11巷1~30號,18.55,都市：其他:第三之一種住宅區。,,,1100414,土地2建物1車位1,八層,十七,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,158.22,2,2,2,有,有,36280000,282743,坡道平面,38.04,2300000,,RPPPMLOKMHGGFCA27DA,70.93,5.78,4.42,有,,17
中山區,房地(土地+建物),五常街11巷1~30號,10.31,都市：其他:第三之一種住宅區。,,,1100414,土地2建物1車位0,二層,十七,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,67.61,1,1,1,有,有,15500000,229256,,0.0,0,,RPRPMLOKMHGGFCA47DA,39.74,2.22,3.35,有,,17
內湖區,房地(土地+建物)+車位,成功路四段151~180號,19.29,都市：其他:市場用地(公共設施用地)。64/7/8,,,1100204,土地1建物1車位1,四層,二十九,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1070223,267.84,4,2,2,有,有,60500000,245455,坡道平面,29.1,1900000,裝潢戶,RPOSMLNLMHGGFCA47DA,142.63,1.78,16.47,有,,29
大安區,房地(土地+建物),敦化南路一段181~210號,22.07,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆種住宅區及第肆之壹種住宅區)。,,,1100307,土地1建物1車位0,十三層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731030,205.07,2,2,2,有,有,69580000,339299,,0.0,0,,RPQPMLNKMHGGFFA57DA,153.58,0.0,14.94,有,,14
大安區,房地(土地+建物)+車位,敦化南路一段121~150號,8.94,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆之壹種住宅區)。,,,1100223,土地2建物1車位1,六層,二十三,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090909,152.4,0,0,0,無,無,61000000,477855,坡道平面,32.28,3600000,,RPVNMLNLMHGGFFA97DA,70.77,3.05,6.97,有,,23
中山區,房地(土地+建物)+車位,雙城街18巷1~30號,10.66,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100224,土地1建物1車位1,八層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951031,90.02000000000001,2,2,1,有,有,17680000,196379,塔式車位,0.0,1000000,,RPPPMLNLMHGGFCA37EA,43.82,4.56,4.28,有,,13
中山區,房地(土地+建物),新生北路一段31~60號,7.0,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區及第參之貳種住宅區)。,,,1100327,土地1建物1車位0,十二層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770613,68.81,2,2,1,有,有,14280000,207528,,0.0,0,陽台外推；,RPROMLNLMHGGFCA47EA,41.14,0.0,7.89,有,199.0,14
松山區,房地(土地+建物),南京東路五段211~240號,4.44,都市：其他:聯合開發區(捷)。,,,1100331,土地1建物1車位0,十四層,十八,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980331,55.67,1,1,1,有,有,15380000,276271,,0.0,0,,RPWNMLNLMHGGFDA97EA,31.59,1.54,3.54,有,,18
南港區,房地(土地+建物)+車位,研究院路二段61巷1~30號,34.8,都市：其他:市場用地(公共設施用地)。72/7/11,,,1100319,土地1建物1車位1,十六層,十八,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021230,251.81,3,2,2,有,有,38500000,152893,坡道平面,0.0,0,,RPPNMLMLMHGGFDA17EA,114.92,7.08,10.24,有,202.0,18
松山區,房地(土地+建物),八德路四段631~660號,4.99,都市：其他:第三種商業區。,,,1100307,土地1建物1車位0,四層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021216,50.47,1,1,1,有,有,14000000,277393,,0.0,0,,RPSOMLQLMHGGFDA97EA,29.53,2.79,0.0,有,204.0,13
士林區,房地(土地+建物)+車位,中山北路六段195巷1~30號,51.34,都市：其他:第三種住宅區。,,,1091218,土地1建物1車位2,五層,二十一,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080403,378.54999999999995,3,2,4,有,有,98500000,294558,坡道平面,64.52,6000000,,RPOPMLMLMHGGFEA37EA,190.66,0.0,18.79,有,,21
士林區,房地(土地+建物)+車位,中山北路六段195巷1~30號,51.34,都市：其他:第三種住宅區。,,,1091218,土地1建物1車位2,四層,二十一,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080403,378.54999999999995,3,2,4,有,有,98500000,294558,坡道平面,64.52,6000000,,RPPPMLMLMHGGFEA47EA,190.66,0.0,18.79,有,,21
北投區,房地(土地+建物)+車位,光明路181~210號,7.56,都市：其他:特定觀光商業專用區。,,,1100318,土地2建物1車位1,十九層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1060731,113.58000000000001,1,1,2,有,有,17380000,217544,坡道平面,45.18,2500000,,RPXNMLQLMHGGFEA48EA,39.28,0.0,3.85,有,207.0,24
南港區,房地(土地+建物),松河街271~300號,11.22,都市：其他:第一種商業區。,,,1100415,土地1建物1車位0,三層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970306,87.67,3,1,1,有,有,17200000,196190,,0.0,0,,RPUOMLNLMHGGFDA87EA,48.07,3.71,10.74,有,208.0,15
大安區,房地(土地+建物),仁愛路四段391~420號,12.91,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆種住宅區及第肆之壹種住宅區)。,,,1100208,土地1建物1車位0,九層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0721130,136.28,2,2,2,有,有,12000000,88054,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLNLMHGGFFA87EA,97.5,0.0,19.41,有,,14
大安區,房地(土地+建物)+車位,杭州南路二段25巷31~60號,37.86,都市：其他:第三種住宅區。,,,1100419,土地1建物1車位1,十四層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081206,294.02,3,2,2,有,有,115600000,393171,坡道平面,0.0,0,政府機關標讓售；,RPTNMLQLMHGGFFA18EA,145.2,6.68,16.83,有,,14
大安區,房地(土地+建物),敦化南路二段61~90號,3.29,都市：其他:敦化南北路特定專用區(B區)(依都市計畫說明書圖規定辦理)(原屬第參種住宅區及第參之貳種住宅區)。,,,1100319,土地1建物1車位0,十二層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0751020,40.68,5,2,4,有,有,11700000,287681,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLQLMHGGFFA48EA,0.0,0.0,0.0,有,,24
大安區,房地(土地+建物),新生南路三段1~30號,53.54,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區及第貳種商業區)及第三種住宅區。,,,1091228,土地1建物1車位0,十四層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,671.72,6,2,3,有,有,191000000,284345,,0.0,0,夾層；其他增建；,RPOOMLQLMHGGFFA77EA,559.51,94.64,17.57,有,,14
內湖區,房地(土地+建物)+車位,民權東路六段451~480號,43.8,都市：其他:第三之一種住宅區。,,,1100408,土地2建物1車位1,十一層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970916,239.98000000000002,4,2,2,有,有,58380000,256178,坡道平面,21.85,2500000,,RPTOMLQLMHGGFCA97EA,131.94,9.19,13.71,有,,14
中山區,房地(土地+建物),新生北路一段61~90號,10.02,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之貳種住宅區)。,,,1100329,土地1建物1車位0,九層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770716,79.16,2,2,1,有,有,16500000,208412,,0.0,0,,RPRNMLRLMHGGFCA77EA,62.42,0.39,7.59,有,225.0,14
內湖區,房地(土地+建物)+車位,行善路271~300號,24.29,都市：其他:住商混合區(為容積接收區)。,,,1100311,土地1建物1車位1,十一層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070711,165.99,2,2,2,有,有,36000000,265833,坡道平面,42.04,3050000,,RPWPMLMKMHGGFCA87EA,68.29,4.76,8.47,有,226.0,14
中山區,房地(土地+建物),新生北路二段62巷1~30號,5.95,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100324,土地1建物1車位0,十層,十九,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,80.45,2,1,1,有,有,21880000,271970,,0.0,0,,RPXPMLMKMHGGFCA97EA,51.37,2.64,2.44,有,227.0,19
中山區,房地(土地+建物)+車位,撫順街1~30號,6.07,都市：其他:第三種商業區。,,,1100318,土地1建物1車位1,十三層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000630,76.96000000000001,1,1,1,有,有,17800000,248476,升降機械,11.36,1500000,,RPPQMLMKMHGGFCA27EA,34.06,3.24,2.8,有,228.0,15
中正區,房地(土地+建物),南昌路一段91~120號,6.79,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100309,土地1建物1車位0,三層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980403,89.33,2,2,1,有,有,22200000,248517,,0.0,0,,RPRQMLQLMHGGFAA77EA,42.81,0.0,14.67,有,,15
文山區,房地(土地+建物)+車位,和平東路四段66巷1~30號,77.01,都市：其他:第二種住宅區。,,,1100225,土地2建物1車位1,十一層,十六,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860529,226.63,4,2,3,有,有,24500000,108106,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSQMLQLMHGGFAA87EA,125.17,6.55,15.93,有,,16
中正區,房地(土地+建物)+車位,水源路91~120號,11.22,都市：其他:第二種商業區。,,,1100328,土地2建物1車位1,七層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960302,140.85,3,1,1,有,有,26000000,184607,坡道平面,0.0,0,陽台外推；,RPWNMLQLMHGGFAA97EA,70.85,1.69,8.14,有,,15
文山區,房地(土地+建物)+車位,保儀路1~30號,13.45,都市：其他:第三種商業區。,,,1100402,土地1建物1車位2,十四層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020110,180.74,2,2,2,有,有,26600000,167842,坡道機械,38.94,2800000,,RPOQMLQLMHGGFAA47EA,82.14,7.08,7.28,有,232.0,14
大安區,房地(土地+建物)+車位,和平東路三段421~450號,16.47,都市：其他:第三種住宅區。,,,1100322,土地1建物1車位1,九層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090804,138.8,2,1,2,有,無,25950000,186960,坡道平面,42.92,0,,RPSNMLLJMHGGFFA27DA,53.74,0.0,6.95,有,235.0,13
北投區,房地(土地+建物)+車位,大同街211~240號,52.9,都市：其他:第三種住宅區。,,,1100319,土地1建物1車位1,二層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940222,209.32,4,2,2,有,有,30800000,147143,坡道平面,36.17,0,陽台外推；其他增建；,RPTNMLPLMHGGFEA87DA,113.24,2.41,12.85,有,,14
中正區,房地(土地+建物)+車位,羅斯福路一段83巷1~30號,5.34,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100321,土地3建物1車位1,十二層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980903,53.09,1,1,1,有,有,16980000,319834,坡道機械,14.93,0,陽台外推；夾層；其他增建；,RPRPMLTJMHGGFAA67DA,21.57,2.15,1.87,有,,14
文山區,房地(土地+建物)+車位,景後街91~120號,18.2,都市：其他:第三種商業區。,,,1100321,土地1建物1車位1,三層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040721,220.98000000000002,4,2,2,有,有,38000000,171961,塔式車位,35.09,0,其他增建；,RPTOMLPKMHGGFAA47DA,106.45,7.16,14.01,有,260.0,15
文山區,房地(土地+建物),景興路202巷1~30號,5.77,都市：其他:第三種商業區。,,,1100314,土地1建物1車位0,十三層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811006,48.07,1,0,1,有,有,8430000,175369,,0.0,0,,RPQQMLRLMHGGFAA67DA,30.76,0.0,4.0,有,,15
萬華區,房地(土地+建物)+車位,桂林路91~120號,6.23,都市：其他:第四種商業區。,,,1100330,土地1建物1車位1,二十一層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,99.86,2,1,1,有,有,18500000,201374,坡道機械,13.95,1200000,,RPRNMLMJMHGGFBA86DA,47.49,6.13,4.01,有,,24
大同區,房地(土地+建物)+車位,延平北路一段91~120號,20.07,都市：其他:第三種商業區。,,,1090723,土地1建物1車位1,四層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1091111,267.88,4,2,3,有,有,54080000,221015,坡道平面,32.24,2000000,預售屋、或土地及建物分次登記案件；,RPPNMLPLMHGGFBA17DA,135.67,9.2,20.4,有,,24
大同區,房地(土地+建物)+車位,延平北路一段91~120號,17.42,都市：其他:第三種商業區。,,,1080819,土地1建物1車位1,十一層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1091111,236.62,4,2,2,有,有,48680000,223995,坡道平面,32.24,2900000,預售屋、或土地及建物分次登記案件；,RPQNMLPLMHGGFBA27DA,117.13,8.95,14.96,有,,24
大同區,房地(土地+建物)+車位,延平北路一段91~120號,13.58,都市：其他:第三種商業區。,,,1081024,土地1建物1車位1,十三層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1091111,197.17000000000002,3,2,2,有,有,40000000,229491,坡道平面,32.24,2150000,預售屋、或土地及建物分次登記案件；,RPRNMLPLMHGGFBA37DA,90.62,9.87,12.56,有,,24
大同區,房地(土地+建物)+車位,延平北路一段91~120號,13.58,都市：其他:第三種商業區。,,,1081220,土地1建物1車位1,十九層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1091111,197.17000000000002,3,2,2,有,有,43150000,243437,坡道平面,32.24,3000000,預售屋、或土地及建物分次登記案件；,RPSNMLPLMHGGFBA47DA,90.62,9.87,12.56,有,,24
大同區,房地(土地+建物)+車位,延平北路一段91~120號,13.87,都市：其他:第三種商業區。,,,1060910,土地1建物1車位2,十五層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1091111,229.41,3,2,2,有,有,43880000,235736,坡道平面,64.48,5000000,預售屋、或土地及建物分次登記案件；,RPTNMLPLMHGGFBA57DA,90.62,9.87,12.56,有,,24
大同區,房地(土地+建物)+車位,延平北路一段91~120號,17.71,都市：其他:第三種商業區。,,,1080416,土地1建物1車位2,十七層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1091111,270.64,4,2,2,有,有,52600000,234284,坡道平面,64.48,4300000,預售屋、或土地及建物分次登記案件；,RPUNMLPLMHGGFBA67DA,117.13,10.4,14.96,有,,24
大同區,房地(土地+建物)+車位,延平北路一段91~120號,17.71,都市：其他:第三種商業區。,,,1081116,土地1建物1車位2,十九層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1091111,270.64,4,2,2,有,有,54400000,242530,坡道平面,64.48,4400000,預售屋、或土地及建物分次登記案件；,RPVNMLPLMHGGFBA77DA,117.13,10.4,14.96,有,,24
大同區,房地(土地+建物)+車位,延平北路一段91~120號,20.96,都市：其他:第三種商業區。,,,1090222,土地1建物1車位4,五層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1091111,360.25,4,2,3,有,有,62450000,222448,坡道平面,128.96,11000000,預售屋、或土地及建物分次登記案件；,RPPOMLPLMHGGFBA27DA,135.1,9.11,17.89,有,,24
大同區,房地(土地+建物)+車位,延平北路一段91~120號,20.96,都市：其他:第三種商業區。,,,1090621,土地1建物1車位4,六層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1091111,360.25,4,2,3,有,有,63200000,223961,坡道平面,128.96,11400000,預售屋、或土地及建物分次登記案件；,RPQOMLPLMHGGFBA37DA,270.77,18.31,38.29,有,,24
